Name,Speed,Control,Stiffness,Overall,Price,Ratings
Sanwei Defence Alpha,6.5,9.0,5.0,9.0,$30,1
Sanwei Dynamo,8.7,9.4,5.0,9.3,$35,2
Sanwei F1,9.1,7.8,8.5,8.7,$37,2
Sanwei F1 Classic,9.1,8.7,8.5,8.4,$34,2
Sanwei F3,9.0,8.5,8.0,9.0,$33,3
Sanwei F3 Bulldozer,,,,,$54,0
Sanwei F3 Pro,9.2,9.0,5.8,9.0,$50,19
Sanwei Feather Carbon,8.7,9.3,5.0,9.3,$52,4
Sanwei FEXTRA 7,8.4,9.3,4.7,9.4,$30,21
Sanwei H10 1 Ply Hinoki,9.1,8.5,2.5,8.9,$50,2
Sanwei H5,,,,,$45,0
Sanwei HC Speed Light,,,,,$50,0
Sanwei HC-1,8.5,9.0,7.0,8.0,$55,1
Sanwei HC-3,,,,,$49,0
Sanwei HC-3S,,,,,$70,0
Sanwei HC-6S,,,,,,0
Sanwei HC. 5,8.1,8.5,5.0,8.8,$20,4
Sanwei HC. 6,9.3,9.0,7.0,9.1,$38,4
Sanwei HC.5S,8.7,8.9,6.0,8.9,$40,2
Sanwei King Kong 2,9.2,8.8,6.0,10.0,$30,2
Sanwei Kingkong,9.0,9.0,5.0,,$40,1
Sanwei Kongno,,,,,$40,0
Sanwei M-6,,,,,$15,0
Sanwei M-8,7.2,8.0,3.7,7.9,$13,6
Sanwei New Century,,,,,$16,0
Sanwei Pistol,,,,,$35,1
Sanwei Pistol Carbon,,,,,$40,0
Sanwei R1,9.5,8.0,7.0,8.8,$45,2
Sanwei R2,10.0,9.0,7.0,9.8,$65,3
Sanwei R3,10.0,8.5,7.0,9.5,$32,2
Sanwei Sadius,9.0,8.0,5.0,8.5,$40,3
Sanwei T1091,9.0,8.5,6.0,8.5,$42,3
Sanwei T1091 AA (Hinoki Carbon),9.3,9.4,5.0,9.5,$160,2
Sanwei T502,8.0,8.6,8.0,8.1,$20,4
Sanwei T651,,,,,$20,0
Sanwei Two Face,,,,,$48,0
Sanwei V1,,,,,$30,0
Sanwei V13,,,,,$25,0
Sanwei V2,,,,,$25,0
Sanwei V5 Pro,9.0,8.7,5.5,9.3,$35,6
Sauer & Troger Black And White,7.8,9.0,7.0,,$70,1
Sauer & Troger Dominate All,6.0,9.0,7.0,8.0,$65,1
Sauer & Troger Firestarter,5.9,9.3,5.0,9.0,$56,4
Sauer & Troger Kasalla,,,,,$75,0
Sauer & Troger Zeus,,,,,$146,0
Soulspin Roots 9 Z-Carbon Speed,9.7,8.0,10.0,9.0,$215,1
Soulspin Roots Basalt 6,8.2,9.3,5.0,9.3,$200,7
Soulspin Roots Control 4,8.6,9.7,6.0,9.9,$138,4
Soulspin Roots Medium Speed 2,,,,,,0
Soulspin Roots Speed Offensive 1,9.0,9.0,7.0,9.5,,1
Soulspin Roots Spin Offensive 3,8.5,8.3,4.0,9.5,,3
Soulspin Roots Various Offensive 5,8.2,9.8,5.0,9.5,$165,3
SpinLord Carbon Strike,7.0,9.0,7.0,9.0,$50,1
SpinLord Classic Carbon,,,,,,0
SpinLord Combi Carbon,,,,,$50,0
SpinLord Defender,,,,,,0
SpinLord First Strike,,,,,$34,0
SpinLord RD1,7.0,10.0,5.0,10.0,$24,2
SpinLord RD2,8.0,9.0,5.0,9.5,$24,1
SpinLord Ultra Allround,6.3,9.1,5.0,8.4,$32,1
SpinLord Ultra Aramid,8.3,9.5,5.0,,$55,1
SpinLord Ultra Balsa,8.5,9.5,5.0,9.0,$52,1
SpinLord Ultra Carbon Def,7.8,9.0,7.0,9.3,$48,4
SpinLord Ultra Power,,,,,$79,0
SpinLord Ultra Spin,,,,,$70,0
Spintech 9th Wonder KC,8.7,7.5,7.0,8.0,$199,1
Spintech Carbo Gold,9.3,7.0,5.0,8.3,$249,1
Stag All Round,5.0,9.0,5.0,7.0,$17,1
Stag Magnum,8.1,8.8,5.0,,$46,2
Stag Matchpoint,,,,,$132,0
Stag Offensive,,,,,$45,0
Stag Peter Karlsson,8.2,8.5,6.0,7.6,$30,3
Stag Peter Karlsson Carbon,,,,,$51,0
Stag Sensor,,,,,$56,0
Stag Sonic Speed,9.2,8.9,6.0,9.1,$33,4
Stiga Active,7.8,7.9,5.0,7.6,$29,6
Stiga Allround Classic,6.7,8.9,3.3,8.6,$38,46
Stiga Allround Classic Carbon,7.5,8.9,4.8,9.0,$47,12
Stiga Allround Classic CR,7.4,9.3,5.3,9.0,$47,7
Stiga Allround Classic Oversize WRB,6.9,8.8,4.0,8.9,$40,2
Stiga Allround Classic WRB,6.7,9.0,3.2,8.8,$43,21
Stiga Allround Evolution,7.6,8.5,4.5,8.2,$35,13
Stiga Allround NCT,7.5,9.2,4.8,9.1,$52,30
Stiga Allround Oversize,6.9,8.8,4.0,8.9,$70,2
Stiga Arctic Wood,8.3,8.5,7.0,8.5,$110,4
Stiga Azalea Allround,8.7,9.4,3.0,9.2,$75,1
Stiga Azalea Offensive,,,,,$80,0
Stiga Carbo 7.6,,,,,$250,0
Stiga Carbo 7.6 WRB,9.3,8.5,7.6,9.3,$83,19
Stiga Carbo Oversize,9.3,7.8,5.5,8.8,$98,4
Stiga Carbokev,9.2,6.9,6.3,8.0,$99,7
Stiga Carbokev WRB,9.0,5.9,5.0,6.8,$103,2
Stiga Carbonado,,,,,,0
Stiga Carbonado 145,9.4,8.7,6.8,9.1,$175,16
Stiga Carbonado 190,9.3,9.3,7.1,9.4,$165,23
Stiga Carbonado 245,9.7,8.7,7.5,9.2,$201,11
Stiga Carbonado 290,9.3,9.2,7.5,9.4,$200,12
Stiga Carbonado 45,8.8,8.8,6.0,8.7,$168,5
Stiga Carbonado 90,9.2,9.0,7.0,9.4,$148,3
Stiga Carbonix WRB,8.3,8.2,6.0,9.0,$110,9
Stiga CC5,9.5,9.0,5.1,9.4,$130,9
Stiga CC7,9.7,8.2,9.7,9.3,$139,10
Stiga Celero,8.5,9.0,3.0,9.0,$54,9
Stiga Clipper,8.5,8.4,5.9,9.2,$70,45
Stiga Clipper CC,9.5,8.8,5.3,9.6,$114,16
Stiga Clipper CR (WRB),8.9,8.4,6.3,9.0,$77,27
Stiga Clipper CR Non-WRB,9.0,8.4,6.8,9.0,$76,9
Stiga Clipper Oversize WRB,9.0,9.0,6.5,9.0,$35,4
Stiga Clipper Rosewood CRW ( Limited Edition ),,,,,$140,0
Stiga Clipper WRB,8.8,8.5,6.1,9.0,$65,15
Stiga Corona,5.7,8.0,3.0,8.0,$25,1
Stiga Defensive Classic,5.3,9.6,5.0,9.5,$75,1
Stiga Defensive NCT,5.6,9.4,4.1,9.5,$55,13
Stiga Defensive Pro,,,,,$85,0
Stiga Dynasty Carbon,9.4,8.8,6.5,9.2,$230,4
Stiga Dynasty Carbon Xu Xin Edition,10.0,10.0,10.0,10.0,$250,1
Stiga Ebenholz NCT V (5),9.1,9.0,6.3,9.2,$137,33
Stiga Ebenholz NCT VII (7),9.4,8.5,8.8,9.3,$135,26
Stiga Emerald VPS V,9.4,9.2,6.7,9.4,$130,10
Stiga Energy WRB,7.6,8.3,3.5,8.7,$39,14
Stiga Eternity VPS V,9.1,9.2,5.1,9.4,$80,9
Stiga Exclusive Off,9.3,8.7,7.0,9.1,$70,1
Stiga Fury,,,,,,0
Stiga Graphite Wood,9.0,7.5,7.0,9.3,,8
Stiga Hans Asler,5.5,9.3,3.0,8.8,,2
Stiga Hybrid Wood NCT,9.5,9.0,7.6,9.6,$108,64
Stiga HyperTech CR 35/45,7.1,8.0,4.0,8.8,$62,6
Stiga Infinity VPS V Diamond Touch,8.6,8.9,5.3,9.2,$75,65
Stiga Intensity NCT,8.8,8.7,6.1,9.2,$109,19
Stiga Intensity NCT Carbon,9.3,9.0,7.0,9.3,$120,15
Stiga J.M. Saive Control,6.9,8.3,5.0,8.0,$25,3
Stiga Kevtech,9.1,6.7,5.3,8.4,$69,6
Stiga KevTech WRB,8.7,7.6,7.0,8.3,$72,4
Stiga Kjell Johannson,7.3,8.3,4.8,9.0,,6
Stiga Maplewood NCT V,9.1,9.1,4.7,9.5,$130,16
Stiga Maplewood NCT VII,9.1,8.3,6.3,8.9,$135,4
Stiga Nostalgic Allround,8.7,9.3,5.0,9.3,$95,2
Stiga Nostalgic Offensive,8.8,9.3,5.0,9.7,$110,2
Stiga Nostalgic VII,8.5,8.3,7.0,8.5,$115,2
Stiga Offensive Classic (OC),7.6,8.4,3.6,8.6,$46,38
Stiga Offensive Classic Carbon,8.5,8.7,5.1,8.8,$48,18
Stiga Offensive Classic WRB,8.1,8.3,4.9,8.9,$60,21
Stiga Offensive CR,8.1,8.1,3.4,8.9,$55,9
Stiga Offensive CR WRB,8.5,8.9,4.4,9.1,$55,9
Stiga Offensive Oversize WRB,8.4,7.6,6.5,9.3,$43,4
Stiga Offensive Wood NCT,8.1,9.0,4.8,9.0,$55,21
Stiga Optimum Carbo,9.2,7.1,7.1,8.4,$110,15
Stiga Optimum Plus,8.2,7.4,4.7,8.0,$55,9
Stiga Optimum Seven,9.2,6.7,6.4,7.6,$78,9
Stiga Optimum Sync,8.2,8.3,5.0,8.8,$75,8
Stiga RevTech,,,,,$40,0
Stiga Rosewood NCT V,8.9,8.8,5.8,9.3,$115,47
Stiga Rosewood NCT VII,9.1,8.7,6.0,9.4,$140,35
Stiga Rosewood XO,9.2,8.6,5.3,9.1,$130,21
Stiga S-3000,8.3,7.5,5.7,7.6,$23,7
Stiga S-4000 WRB,8.7,6.4,7.0,7.1,$38,1
Stiga S-5000 WRB,7.8,6.5,7.0,7.8,$24,2
Stiga Sense 7.6,9.5,8.6,7.8,9.2,$112,6
Stiga Stellan Bengtsson,7.9,9.0,5.0,8.9,$115,2
Stiga Super Carbon,9.0,8.5,5.0,9.0,$97,2
Stiga Titanium,9.1,5.7,9.3,9.3,$113,9
Stiga Titanium 5.4,8.7,6.4,6.0,9.2,$74,9
Stiga Titanium 5.4 WRB,9.3,8.8,5.3,9.3,$78,4
Stiga Triumph WRB,7.5,9.0,5.7,7.9,$50,3
Stiga Tube Allround WRB,7.5,8.8,5.5,8.0,$38,5
Stiga Tube Aluminium WRB,8.8,7.3,5.7,8.2,$52,7
Stiga Tube Carbo WRB,9.3,8.3,6.7,9.2,$53,22
Stiga Tube Defensive WRB,6.3,8.7,2.6,8.5,$45,9
Stiga Tube Light WRB,7.8,8.2,4.0,9.2,$59,4
Stiga Tube Offensive WRB,8.6,8.6,6.4,9.2,$46,7
Stiga Ulf Tickan Carlsson All 2000,8.1,9.3,5.0,8.4,$220,3
Stiga V1 Carbon,9.0,6.0,3.7,9.0,$56,3
Stiga Vapor,,,,,$35,0
STW Louis 13 Special,9.0,9.0,5.0,9.0,$265,1
STW ST-75C.5,,,,,$55,0
STW ST-85S,,,,,$55,0
Sunflex Carbon,,,,,$30,0
Sunflex Castel Fire OFF,,,,,$50,0
Sunflex Castel Light 2 ALL,,,,,$55,0
Sunflex Classic,,,,,$16,0
Sunflex Fernandes Electra OFF,,,,,$80,0
Sunflex Intercept Carbon,,,,,$30,0
Sunflex Legay Reflex ALL+,,,,,$40,0
Sunflex Martinez Explorer 2 OFF-,,,,,$65,0
Sunflex Martinez Explorer II OFF-,,,,,$55,0
Sunflex Martinez Light Premium ALL+,7.5,7.0,5.0,6.5,$50,1
Sunflex Martinez Light Premium ALL-,,,,,$45,0
Sunflex Martinez Light Premium OFF-,,,,,$50,0
Sunflex Martinez Tiger OFF,,,,,$50,0
Sunflex Project X Titanium,,,,,$40,0
Sunflex Sho All+,,,,,$30,0
Sunflex Sho Soft Carbon Off,,,,,$40,0
Sunflex Trophy,,,,,$18,0
Sunflex Zen Allround,,,,,$60,0
Sunflex Zen Allround Plus,,,,,$70,0
Sunflex Zen Off 5,,,,,$50,0
Sunflex Zen Off 7,8.5,8.5,5.0,9.0,$90,1
Sunflex Zen Soft Carbon Off-,,,,,$100,0
Sword 309,7.1,9.5,3.1,9.0,$25,7
Sword Apollo I (1),,,,,$25,0
Sword Apollo II (2),,,,,$25,0
Sword Apollo III (3),8.2,8.2,5.0,8.4,$27,1
Sword Black,,,,,$35,0
Sword Blue Feather,9.0,9.1,5.4,9.2,$70,5
Sword Blue Glamour,9.3,8.5,7.0,,$55,1
Sword Blue Sword,9.0,8.0,7.0,8.0,$19,1
Sword Blue Yue,8.7,9.3,6.0,10.0,$65,2
Sword Concept-5,7.0,8.0,5.0,9.0,$25,1
Sword Dual Property Monster King,7.5,9.5,7.0,9.9,$69,2
Sword Final Strike,,,,,$70,0
Sword Future 7000,9.1,9.8,5.0,9.5,$30,1
Sword Future Sword 600,,,,,$25,0
Sword Gold Feather,8.9,9.4,6.0,9.4,$50,2
Sword Great Sword,,,,,$60,0
Sword Hacker III (3),,,,,$14,0
Sword King Sword 2001,,,,,$50,0
Sword Red,,,,,$27,0
Sword RG UC UA 2002,,,,,$55,0
Sword RG-SER90,9.5,7.5,,9.0,$60,2
Sword RG-UC-C,,,,,$60,0
Sword Subdue,10.0,10.0,5.0,10.0,$18,1
Sword T - Hinoki,9.0,8.7,8.0,9.0,$60,3
Sword T.Hui Sword,,,,,$35,0
Sword V-6 Carbon,7.0,9.0,3.0,,$20,1
Sword V-8 Carbon,7.7,9.0,4.3,9.0,$20,3
Sword WST-50SEC,,,,,$35,0
Sword Yokohama Yue,7.0,8.3,4.0,9.8,$50,3
Tibhar Actium,6.0,9.0,3.0,9.0,$150,1
Tibhar Akkad,,,,,$75,0
Tibhar Allround Classic,,,,,$45,0
Tibhar Apolonia,,,,,,0
Tibhar Balsa Allround 50,7.0,5.0,,6.0,$45,1
Tibhar Balsa Carbon,9.0,7.7,7.5,9.2,$70,3
Tibhar Balsa Def 25,5.6,9.6,0.0,8.8,$45,1
Tibhar Balsa Fibre OFF 60,8.7,9.8,7.0,9.8,$45,3
Tibhar Balsa Fibretec 75,8.0,9.0,7.0,9.0,$45,1
Tibhar Black Carbon,9.5,7.3,6.3,8.4,$67,8
Tibhar Black Gold,,,,,$45,0
Tibhar Black Silver,6.1,7.7,5.8,8.7,$49,4
Tibhar Carbon Shot,9.9,7.5,5.7,7.8,$40,3
Tibhar Carbon Shot +,9.5,7.5,7.0,,$23,1
Tibhar Carneros ALL+,7.0,7.0,7.0,7.8,$30,1
Tibhar CCA 7,9.0,8.9,6.3,9.3,$86,3
Tibhar CCA Unlimited,9.1,9.2,6.5,9.5,$170,16
Tibhar Cedric Nuytinck,8.1,8.5,5.7,9.1,$223,7
Tibhar Champ,,,,,$30,0
Tibhar CO-S 3 Defensive,4.9,8.9,3.0,9.0,$23,4
Tibhar comBAT,9.2,8.0,8.5,,$50,2
Tibhar COS 3,,,,,$22,0
Tibhar Crazy Killer,,,,,$75,0
Tibhar Curious,8.7,8.9,5.0,8.8,$58,2
Tibhar Defense Plus,5.6,9.4,5.0,9.2,$45,2
Tibhar Drinkhall Allround Classic,6.9,9.4,3.3,8.9,$50,5
Tibhar Drinkhall Defensive Classic,,,,,$48,0
Tibhar Drinkhall Offensive Classic,,,,,$60,0
Tibhar Drinkhall Power Spin Carbon,9.4,9.0,3.3,9.5,$135,7
Tibhar Dynamic 7 Contact,5.5,5.5,5.0,9.5,$35,1
Tibhar Force Pro Special Edition,,,,,$60,0
Tibhar Fortino Force,,,,,$110,0
Tibhar Fortino Performance,,,,,$110,0
Tibhar Fortino Pro,,,,,$215,0
Tibhar Furious,8.4,9.0,5.0,9.1,$58,3
Tibhar H-1-9,9.6,8.1,7.0,8.7,$223,5
Tibhar H-3-9,8.0,6.5,5.5,8.9,$149,9
Tibhar Ikarus ALX,8.4,8.9,4.7,9.4,$70,7
Tibhar Illusion Killer,9.1,8.8,5.3,9.1,$100,9
Tibhar Inferno,8.4,8.2,6.3,8.4,$38,6
Tibhar IV-L,7.5,9.0,6.0,9.0,$36,2
Tibhar IV-L Balsa,7.4,8.7,3.8,8.5,$35,5
Tibhar IV-L Light Contact,,,,,$30,0
Tibhar IV-L SGS,,,,,$37,0
Tibhar IV-S,8.5,7.5,7.0,,$28,2
Tibhar IV-S SGS,8.8,8.9,5.0,8.8,$45,8
Tibhar IV-T,,,,,,0
Tibhar Karas OFF,9.3,8.4,5.3,9.5,$100,9
Tibhar KS Kinetic Speed,10.0,7.5,6.0,8.5,$250,2
Tibhar Lebesson,8.4,9.0,4.0,9.2,$49,12
Tibhar Marcos Freitas,9.8,7.8,7.0,9.4,$129,3
Tibhar Match,6.8,8.1,5.6,7.4,$35,7
Tibhar Moonlight Killer,8.4,9.5,5.0,9.2,$40,1
Tibhar Nimbus Allround,7.5,8.7,3.7,8.6,$46,3
Tibhar Nimbus Offensive,8.7,7.3,6.0,8.0,$46,3
Tibhar Nimbus VIP,9.1,8.0,7.0,8.7,$57,8
Tibhar Patrick Chila,7.4,7.8,4.0,7.6,$36,8
Tibhar Phantom X,9.5,8.4,7.7,9.0,$80,11
Tibhar Power 40,8.3,7.9,6.0,8.7,$45,2
Tibhar Rapid Carbon,8.8,8.1,6.0,9.0,$73,4
Tibhar Rapid Carbon Light,,,,,$53,0
Tibhar Red Cypress,8.8,9.1,6.2,9.4,$63,13
Tibhar Ronin 6,8.8,8.7,5.0,8.0,$55,1
Tibhar Ronin CB,9.6,9.1,,9.7,$85,1
Tibhar Samsonov ALC Multicolor,,,,,$15,0
Tibhar Samsonov Alpha,7.8,8.5,5.3,8.7,$38,24
Tibhar Samsonov Alpha SGS,7.8,8.5,3.6,8.7,$55,8
Tibhar Samsonov Carbon,9.0,8.0,7.6,8.5,$50,13
Tibhar Samsonov Carbon SGS,,,,,$90,0
Tibhar Samsonov Force Pro,9.0,8.8,5.7,9.4,$60,13
Tibhar Samsonov Force Pro Black Edition,9.3,9.3,4.2,9.5,$48,33
Tibhar Samsonov Limited Edition 25,9.3,9.5,,9.5,$120,1
Tibhar Samsonov Premium Contact,8.0,8.7,4.8,9.1,$55,13
Tibhar Samsonov Pure Wood,7.5,9.0,7.0,8.9,$50,1
Tibhar Samsonov Start,,,,,$25,0
Tibhar Samsonov Techno Power Contact,6.9,8.6,5.0,9.7,$50,4
Tibhar Sensitec Icon,7.9,9.3,4.5,8.5,$56,4
Tibhar Sensitec Sigma,9.0,8.5,6.4,9.1,$71,7
Tibhar Sensitec Xeon,7.2,8.8,5.0,8.4,$56,6
Tibhar Smash,7.1,8.5,5.0,8.1,$20,2
Tibhar Stratus Power Defense,6.9,8.7,5.0,9.1,$40,8
Tibhar Stratus Power Wood,8.9,9.3,5.0,9.5,$39,92
Tibhar Stratus Samsonov Carbon,9.0,8.9,4.7,9.4,$68,20
Tibhar Texo ALL,7.5,9.5,4.0,9.0,$46,2
Tibhar Texo C7,9.1,8.4,5.4,8.6,$105,5
Tibhar Texo OFF,7.6,8.6,3.5,8.5,$75,4
Tibhar Tibhar Champ,7.7,8.2,5.0,7.9,$39,1
Tibhar Triple Carbon,9.2,7.8,8.4,9.0,$56,9
Tibhar VS Unlimited,9.6,9.6,7.0,9.6,$170,2
Tibhar White Sword,,,,,$100,0
TSP Altero,9.1,8.8,5.4,9.3,$90,10
TSP Arsnova,9.0,9.3,5.0,9.8,$35,4
TSP Astron Blue,,,,,$57,0
TSP Astron Red,,,,,$59,0
TSP Award Allround,,,,,$47,0
TSP Award Defensive,7.3,9.7,5.0,9.5,$55,3
TSP Award Kids OFF,,,,,$31,0
TSP Award Offensive,8.4,9.0,3.2,9.0,$45,13
TSP Balsa 2.5 DEF Fitter,4.5,8.7,1.0,8.7,$65,7
TSP Balsa 2.5 Defence,5.0,9.5,1.6,9.3,$60,11
TSP Balsa 3.5 DEF+,5.2,9.5,3.5,9.5,$65,10
TSP Balsa 4.5 ALL,7.5,9.5,5.5,9.4,$65,10
TSP Balsa 4.5 ALL Fitter,7.3,8.9,4.5,8.8,$65,6
TSP Balsa 5.5 ALL+,8.6,9.1,5.7,9.2,$65,14
TSP Balsa 5.5 Fitter,9.0,9.1,5.7,9.2,$55,6
TSP Balsa 6.5 OFF,9.3,9.5,5.8,9.5,$55,12
TSP Balsa 6.5 OFF Fitter,9.2,9.0,5.0,9.0,$50,6
TSP Balsa 8.5 Top Speed,9.5,9.0,8.8,9.5,$65,8
TSP Balsa Plus 6.5,8.7,8.5,7.3,9.4,$95,4
TSP Balsa Plus 8.5 SR,8.5,7.0,3.0,8.0,$85,1
TSP Balsa Plus Offensive 85,9.3,8.2,4.5,8.8,$95,5
TSP Barricio,8.7,9.0,5.0,8.9,$68,3
TSP Besty,8.5,8.8,5.0,8.0,$100,1
TSP Besty Fl,9.8,8.6,10.0,,$170,1
TSP Birmingham 77,,,,,$45,0
TSP Black Balsa 3.0,4.4,9.7,1.9,9.5,$56,9
TSP Black Balsa 4.0,,,,,$65,0
TSP Black Balsa 5.0,7.0,9.5,4.0,9.4,$65,10
TSP Black Balsa 6.0,6.0,7.0,5.0,6.0,$60,1
TSP Black Balsa 7.0,9.2,9.4,6.3,9.5,$42,18
TSP Blazze ALL+,,,,,$55,0
TSP Blazze OFF-,9.0,9.0,5.0,9.0,$55,1
TSP Blazze Soft Touch OFF,8.8,9.1,5.0,9.9,$50,1
TSP Blazze Soft Touch OFF+,9.7,7.8,10.0,9.3,$70,1
TSP Blockman,6.0,9.0,5.0,9.0,$75,1
TSP Blockman II,,,,,$110,0
TSP Break-11,9.5,8.8,7.5,9.3,$120,2
TSP Break-9,8.8,10.0,7.0,10.0,$150,1
TSP Byelun,,,,,$55,0
TSP Campione,9.0,8.6,7.0,9.3,$100,2
TSP CG-40,,,,,$85,0
TSP CH-5,,,,,$47,0
TSP Choose,,,,,$45,0
TSP Defense Classic,7.2,9.2,3.7,9.4,$45,8
TSP Defensive Reflex System,,,,,$69,0
TSP Dynam,,,,,$100,0
TSP Euro,,,,,$40,0
TSP Euro Feeling,8.4,9.4,4.0,9.5,$45,11
TSP Euro Power OFF,9.2,9.5,5.3,9.5,$63,8
TSP Fasty,,,,,$45,0
TSP Fusion ALL+,8.5,9.5,,9.5,$65,1
TSP Fusion OFF,,,,,$70,0
TSP Gaia,9.0,9.6,1.9,9.2,$48,9
TSP Galleon,,,,,$45,0
TSP Higlory,,,,,$40,0
TSP Hino-Carbon Power,9.1,8.4,6.1,9.0,$100,15
TSP Hino-Carbon S,,,,,$121,0
TSP Hino-Carbon Speed,8.8,8.5,5.0,,$100,1
TSP Hino-Carbon SR,,,,,$121,0
TSP Hunter,,,,,$100,0
TSP Japiel,,,,,$35,0
TSP Kanjo Feeling ALL+,6.5,9.0,3.0,8.0,,1
TSP Katai Power,,,,,$85,0
TSP Kite S,,,,,$36,0
TSP Kite SR,,,,,$47,0
TSP Kotoluca,,,,,$38,0
TSP Kotony,,,,,$45,0
TSP Lightness,5.5,8.5,5.0,7.5,$40,1
TSP Linban,,,,,$47,0
TSP Multy II,,,,,$120,0
TSP New Spin,9.5,8.5,7.0,9.0,$60,1
TSP Phoenix Fire OFF,9.6,8.0,7.0,8.0,$75,1
TSP PURE HINOKI,,,,,$90,1
TSP Reflex 50 Award ALL,7.3,9.6,2.6,9.5,$35,9
TSP Reflex 50 Award ALL Light,,,,,$22,0
TSP Reflex 50 Award OFF,8.6,9.3,5.0,9.5,$32,15
TSP Reflex 50 Award OFF Light,8.5,8.0,5.0,8.6,$24,2
TSP Reflex 50 Yamato-A,,,,,$85,0
TSP Reflex Allround,7.0,8.0,3.0,8.0,$47,1
TSP Reflex Defensive,,,,,$50,0
TSP Reflex Offensive,8.5,9.6,7.0,9.8,$59,1
TSP RF-H,,,,,$78,0
TSP RF-HC,,,,,$85,0
TSP RF-Spin,,,,,$68,0
TSP Sleek-1,,,,,$40,0
TSP SP-39,,,,,$39,0
TSP SP-43,,,,,$43,0
TSP SP-55,,,,,$55,0
TSP Spin Ace Carbon,,,,,$70,0
TSP Standard,6.0,9.0,5.0,8.0,$30,1
TSP Super Defence,,,,,$68,0
TSP Superblade Neo,9.3,9.1,7.0,9.6,$80,3
TSP Swat,8.2,8.4,6.3,8.5,$47,3
TSP Swat 5PW,6.0,10.0,3.0,9.0,$42,1
TSP Swat Carbon,8.2,9.7,6.3,9.5,$62,3
TSP Swat Power,9.3,9.6,6.0,9.7,$90,2
TSP Swat Speed,,,,,$90,0
TSP Texas,8.0,8.0,5.0,9.0,$85,1
TSP Thriller Soft Touch ALL,7.5,9.5,5.0,9.0,$65,2
TSP Thriller Soft Touch OFF,9.0,8.9,6.6,9.3,$65,5
TSP Thriller Soft Touch OFF+,,,,,$75,0
TSP Thriller Soft Touch OFF-,,,,,$65,0
TSP Toccata,,,,,$45,0
TSP Trinity Carbon,9.0,9.2,5.8,9.5,$75,9
TSP Trusty,,,,,$50,0
TSP TS-45,,,,,$45,0
TSP TS-7,,,,,$58,0
TSP Versal,7.5,8.0,5.0,9.0,$50,2
TSP Victas Koji Matsushita,6.5,9.1,3.6,9.2,$75,9
TSP X Series Classic Allround,,,,,$65,0
TSP X Series Defensive Combi,5.4,9.7,3.0,9.5,$33,6
TSP X Series Offensive,7.9,9.3,5.0,9.1,$65,1
TSP X Series Offensive Carbon,8.8,9.0,5.0,,$75,1
TSP Yanagi Alpha,5.6,10.0,7.0,9.2,$60,1
TSP Yanagi Shot,,,,,$80,0
TTMaster Evolutive Defense,5.3,6.8,5.0,5.5,,3
TTPro Spinny ALL,,,,,$65,0
TTPro Spinny Carbon,,,,,$90,0
Tulpe 420,,,,,$20,0
Tulpe 7007,7.9,9.0,6.0,8.1,$20,5
Tulpe 701,8.0,8.3,7.0,8.0,$20,3
Tulpe T-7010,9.0,9.0,10.0,9.4,$68,1
Tulpe T-702,,,,,$16,0
Tulpe T-704,,,,,$24,0
Tulpe T7007,9.9,10.0,5.0,10.0,$28,2
Tulpe T7008,,,,,$38,0
Tuttle Miracle,,,,,$18,0
Tuttle Psychic,9.0,8.8,5.0,9.0,,1
Uniker KOOL Crystal Carbon,8.0,8.0,3.0,,$59,2
Victas Dyna Seven,,,,,$75,0
Victas Dynawood,9.0,9.5,5.0,9.0,$135,1
Victas Dynawood Power,,,,,$135,0
Victas Fire Fall AC,9.4,9.2,6.1,9.5,$101,10
Victas Fire Fall FC,8.5,9.4,5.0,9.5,$101,21
Victas Fire Fall HC,8.8,9.1,5.0,9.1,$180,1
Victas Fire Fall LC,,,,,$101,0
Victas Fire Fall SC,,,,,$101,0
Victas Fire Fall VC,9.5,9.4,7.2,9.4,$140,12
Victas Koji Matsushita,6.2,9.6,2.6,9.5,$95,14
Victas Koji Matsushita Defensive,5.0,9.7,2.9,9.6,$107,10
Victas Koji Matsushita Offensive,8.2,9.2,6.2,9.5,$107,7
Victas Koji Matsushita Special,7.4,9.2,4.0,8.6,$110,2
Victas Koki Niwa,9.3,9.0,7.6,9.2,$180,5
Victas Koki Niwa Wood,,,,,$140,0
Victas Quartet AFC,8.8,9.6,5.0,9.6,$140,7
Victas Quartet Allround,,,,,$101,0
Victas Quartet Hold,8.8,9.0,5.0,9.2,$101,1
Victas Quartet Hold II,,,,,$101,0
Victas Quartet II Speed,9.0,8.8,7.0,9.8,$101,1
Victas Quartet SFC,,,,,$110,0
Victas Quartet Speed,10.0,8.0,7.0,10.0,$101,1
Victas Quartet VFC,9.8,6.8,7.0,9.0,$150,1
Victas Yuto Muramatsu,8.7,9.1,7.0,9.9,$120,1
Worz Bazooka,,,,,,0
Worz Klondike Bar,8.5,7.5,7.0,9.1,$55,2
Worz Tri-Carbon,,,,,,0
Xi Enting 280 (X280),,,,,$18,0
Xi Enting APaQi X969,9.6,9.0,9.0,9.5,$37,3
Xi Enting Dolphin 606 (X606),,,,,$22,0
Xi Enting Flying Dragon X360,9.0,8.0,7.0,8.0,$20,1
Xi Enting Phoenix X580,,,,,$34,0
Xi Enting POWER CARBON,8.5,8.0,5.0,9.0,$10,1
